age,id_number,phone,children,seniority_months,net_salary,other_income,household_income,fixed_expenses,existing_loans,existing_loan_amount_remaining,existing_loan_monthly,account_number,savings,assets_value,credit_amount,credit_duration_months,dti,risk_score,default,dti_risk,score_group_Bon,score_group_Moyen,score_group_Risque élevé,score_group_Très risqué,credit_type_encoded,contract_type_encoded
41,10000929,219831184,0,28,2649,0,2649,534,False,0,0,6364704656896987,2889,0,12700,82,0.0584666095811581,0.208131988520012,0,0,True,False,False,False,,1.0
55,10000930,217283737,1,6,2017,0,2017,298,False,0,0,368830048379363,27139,19311,4637,15,0.1532639233184597,0.2334671955048752,0,0,True,False,False,False,,3.0
39,10000931,233889703,1,32,1774,0,1774,1198,False,0,0,1592291270659341,2818,15494,18718,56,0.1884160090191657,0.4965544627169532,0,0,False,True,False,False,,3.0
72,10000932,243810519,0,155,2735,0,2735,1056,False,0,0,406291187228247,1737,69633,22428,42,0.1952468007312614,0.3205257492197805,0,0,True,False,False,False,,1.0
47,10000933,284904794,1,195,1446,0,1446,1251,False,0,0,1830181796075789,67,0,107894,87,0.8576493219503665,0.8227073181934748,1,1,False,False,False,True,,
33,10000934,219454577,1,80,0,0,0,1203,True,15181,220,8497499799052217,1470,0,10347,41,472.3658536585366,1.0,1,1,False,False,False,True,,
41,10000935,287170132,0,239,2247,0,2247,1648,False,0,0,1148656581898106,2557,12398,10981,72,0.0678744498837956,0.2905960212723021,0,0,True,False,False,False,,1.0
41,10000936,240554079,0,64,2262,0,2262,314,True,21386,240,1735631631297557,367,23998,57785,270,0.2007155254281691,0.3998382874827712,0,0,False,True,False,False,,1.0
62,10000937,244715141,2,24,514,0,514,1607,False,0,0,2616949637881193,5819,0,2532,25,0.1970428015564202,0.6977859922178988,1,0,False,False,False,True,,
31,10000938,264711545,1,22,2718,0,2718,930,False,0,0,8999068201307167,1024,6065,23113,63,0.1349790345375334,0.2964556862185966,0,0,True,False,False,False,,1.0
72,10000939,262080854,0,39,1405,0,1405,561,True,24987,657,5321633613179854,15403,0,14471,28,0.8354600915099135,0.6440772750381292,1,1,False,False,True,False,,2.0
64,10000940,270549061,1,13,1752,0,1752,222,False,0,0,9004903729545858,1502,143526,9464,37,0.145995310378872,0.3956669914275259,1,0,False,True,False,False,,3.0
30,10000941,294586329,0,348,1139,0,1139,1820,False,0,0,3563998127439225,2040,16841,19383,83,0.205030834488084,0.650647979822822,1,0,False,False,False,True,,2.0
46,10000942,264284094,0,459,1587,0,1587,419,False,0,0,5174192581476212,1175,0,194596,80,1.5327347195967234,1.0,1,1,False,False,False,True,,2.0
66,10000943,268119636,1,202,511,430,941,841,True,16275,211,3601863994541384,109,92884,5308,25,0.4498618490967056,0.7598980161012248,1,0,False,False,False,True,,
36,10000944,252467059,0,38,534,0,534,611,False,0,0,5315630930796859,754,0,6547,27,0.4540851713136357,0.6802333492046908,1,0,False,False,False,True,,
67,10000945,212267067,2,23,1198,0,1198,235,False,0,0,964598724089921,900,0,6234,45,0.1156371730662214,0.3968096230061775,0,0,False,True,False,False,,
28,10000946,262278055,1,38,1975,0,1975,442,False,0,0,7735166811339736,3135,0,2376,6,0.200506329113924,0.2637721518987341,0,0,True,False,False,False,,3.0
35,10000947,225878730,0,93,2011,0,2011,1017,True,4311,55,7072173402422241,2860,0,16138,22,0.392116088784413,0.4972621209274893,1,0,False,True,False,False,,1.0
74,10000948,281784254,1,230,2512,676,3188,1057,False,0,0,9830632365401814,4751,0,18524,38,0.1529089348213696,0.2596041015820122,0,0,True,False,False,False,,1.0
63,10000949,210791740,0,465,880,0,880,1283,False,0,0,4424842024350947,799,97638,7118,29,0.2789184952978056,0.6578136070478533,1,0,False,False,False,True,,2.0
39,10000950,296090303,0,300,1993,0,1993,278,False,0,0,6511861564099414,1477,87757,3652,40,0.0458103361766181,0.3083823233493521,0,0,True,False,False,False,,
62,10000951,292993446,0,41,2750,0,2750,1624,False,0,0,7539891370542451,10387,108070,17998,34,0.1924919786096256,0.2501610864299353,0,0,True,False,False,False,,1.0
69,10000952,218487605,0,104,3233,0,3233,871,False,0,0,9082611035659429,1118,45142,1097,40,0.0084828332817816,0.0438045159294772,0,0,False,False,False,False,,1.0
33,10000953,288598977,0,70,2593,0,2593,865,False,0,0,9202376669692295,28755,58599,4078,20,0.0786347859622059,0.2314924797531816,0,0,True,False,False,False,,
52,10000954,216109168,0,127,3290,0,3290,1190,False,0,0,3386194118390934,1429,35567,6429,40,0.0488525835866261,0.2293484521170236,0,0,True,False,False,False,,1.0
45,10000955,219742790,0,16,590,0,590,282,False,0,0,2424066283463348,3208,16595,6593,79,0.1414503325466638,0.3809744719914348,1,0,False,True,False,False,,3.0
40,10000956,258009699,0,45,0,19,19,299,True,7482,299,8933437518669408,2612,54383,22347,61,35.01811906816221,1.0,1,1,False,False,False,True,,
68,10000957,277489633,1,28,72,0,72,1013,True,12786,119,6542438269285507,2120,6202,7984,42,4.292989417989418,1.0,1,1,False,False,False,True,,3.0
46,10000958,224245271,0,238,3092,0,3092,980,False,0,0,4350952889594703,2914,237,2725,51,0.0172805215229688,0.0544542525936636,0,0,False,False,False,False,,1.0
28,10000959,248901209,0,229,2682,159,2841,603,False,0,0,9696453591765047,504,0,55566,164,0.1192597934427073,0.2777272722703044,0,0,True,False,False,False,,1.0
41,10000960,250446607,1,159,1625,0,1625,395,False,0,0,1883009954288734,3045,0,7900,15,0.3241025641025641,0.2890237133241816,0,0,True,False,False,False,,1.0
47,10000961,291411889,2,144,1892,0,1892,411,False,0,0,4966866798994706,6039,13650,5725,47,0.0643808195762673,0.0583368944267014,0,0,False,False,False,False,,1.0
32,10000962,221610534,2,25,1835,0,1835,85,False,0,0,1706901497110384,8055,4133,290432,132,1.1990421930476425,0.8310182157691807,1,1,False,False,False,True,,3.0
27,10000963,247784631,0,31,1093,0,1093,692,False,0,0,7156756650518860,830,59454,518,31,0.0152879024879733,0.2510831390372753,0,0,True,False,False,False,,3.0
72,10000964,268743898,1,90,1546,269,1815,1252,False,0,0,1674492343596985,3189,50309,2703,28,0.0531877213695395,0.1247461629279811,0,0,False,False,False,False,,1.0
69,10000965,261192463,0,50,1676,0,1676,556,False,0,0,450566937540242,4946,43862,29148,45,0.3864757358790772,0.3704156467853573,0,0,False,True,False,False,,1.0
54,10000966,263031203,0,120,1607,0,1607,1510,False,0,0,8617892571402503,2104,0,7324,79,0.0576906414184777,0.3065750194456689,0,0,True,False,False,False,,1.0
50,10000967,298680762,0,2,722,799,1521,1354,True,13920,994,8576264816384936,461,19662,4188,14,0.8501925425002348,0.901597562732954,1,1,False,False,False,True,,
55,10000968,214136476,1,12,2764,0,2764,300,False,0,0,8063585301012789,19427,111340,25993,70,0.1343446351044035,0.2705456512769466,1,0,True,False,False,False,,3.0
67,10000969,273617549,0,50,196,0,196,1687,False,0,0,6951930485277586,4312,204035,500,35,0.0728862973760933,1.0,1,0,False,False,False,True,,
37,10000970,230981381,0,40,1070,0,1070,969,True,28445,338,7036562036344439,12495,95798,6220,69,0.4001354462955438,0.5458953000135447,1,0,False,False,True,False,,2.0
67,10000971,281600831,0,46,1922,0,1922,1562,True,3809,43,4689633181233576,609,76671,14100,26,0.3045305371007764,0.6850787959589404,1,0,False,False,False,True,,3.0
66,10000972,239509878,1,182,2442,0,2442,958,False,0,0,1707317445776262,20035,0,10908,40,0.1116707616707616,0.2535135135135135,0,0,True,False,False,False,,
36,10000973,228304809,1,46,1795,0,1795,642,False,0,0,6367850898977475,681,0,22676,52,0.2429397900149989,0.3448188556145976,0,0,True,False,False,False,,1.0
61,10000974,262478133,0,81,2542,0,2542,363,False,0,0,9443485295377403,83,17073,3380,39,0.03409388932599,0.3801479073482093,1,0,False,True,False,False,,
49,10000975,283245898,2,43,2536,0,2536,734,False,0,0,7676874042076751,2546,0,1924,80,0.0094834384858044,0.0472082018927444,0,0,False,False,False,False,,1.0
73,10000976,249591339,1,356,919,0,919,996,False,0,0,4975341157330990,13774,0,23561,44,0.5826738549807102,0.628720480839152,1,1,False,False,True,False,,2.0
71,10000977,295100169,0,169,1117,0,1117,1621,False,0,0,94065658234453,3536,58511,39855,59,0.6047524391909321,0.6418383868831272,1,1,False,False,True,False,,1.0
46,10000978,229337491,0,467,642,879,1521,1511,True,3264,51,8565352326600047,4349,18422,197868,146,0.9245629677663398,0.964443156162488,1,1,False,False,False,True,,2.0
70,10000979,250004466,1,177,2796,0,2796,1257,False,0,0,911034956119989,8922,10713,36778,214,0.0614663136924578,0.2435053311328978,0,0,True,False,False,False,,1.0
49,10000980,296965116,0,56,1413,0,1413,942,False,0,0,9651181583746614,544,14214,7337,59,0.0880084445883862,0.4703764495170116,1,0,False,True,False,False,,
43,10000981,260080729,1,71,2200,0,2200,836,False,0,0,4776186870479666,26290,0,566,127,0.0020257695060844,0.0578103078024337,0,0,False,False,False,False,,1.0
42,10000982,211496555,0,30,3482,0,3482,1025,False,0,0,8290525659950891,8028,6166,228481,271,0.2421319129905831,0.4839811734529079,1,0,False,True,False,False,,
37,10000983,284292758,0,47,1563,0,1563,1480,False,0,0,4233029276405473,181,141991,12746,68,0.1199239772684505,0.5371642559574684,1,0,False,False,True,False,,3.0
62,10000984,284500200,0,15,1284,0,1284,1295,False,0,0,9862214051318660,811,6910,11303,7,1.2575656430796618,0.8399624009176662,1,1,False,False,False,True,,1.0
54,10000985,228974879,1,227,1548,0,1548,1415,False,0,0,4747338914785247,1607,0,12873,229,0.0363139365627433,0.4766729318970703,1,0,False,True,False,False,,
28,10000986,226540343,0,51,1445,0,1445,752,False,0,0,4420359441023873,14639,0,9132,7,0.9028175976272864,0.5891893227879387,1,1,False,False,True,False,,
39,10000987,215606696,1,41,1717,0,1717,715,False,0,0,5186647741313518,18915,0,20911,47,0.25912340921201,0.1852120448527813,0,0,False,False,False,False,,1.0
25,10000988,210675093,0,53,632,0,632,1150,False,0,0,3025853465815398,11688,0,5605,34,0.260843261355175,0.5272803425167535,1,0,False,False,True,False,,
59,10000989,286868988,1,97,3222,0,3222,1578,False,0,0,8521789559909841,1195,9311,13420,45,0.0925581074556866,0.4426790171609048,1,0,False,True,False,False,,
60,10000990,290081663,0,449,1546,141,1687,1052,False,0,0,2865581675923831,1118,29810,500,11,0.0269440103464999,0.2543164304575093,0,0,True,False,False,False,,2.0
60,10000991,262892750,2,215,2444,0,2444,1569,False,0,0,9348918003814634,3991,0,1906,20,0.0389934533551554,0.1118944353518821,0,0,False,False,False,False,,1.0
68,10000992,282095327,2,4,1974,0,1974,1021,False,0,0,2924219597309121,37,16531,9344,29,0.1632253781923627,0.4920818705943637,1,0,False,True,False,False,,3.0
41,10000993,283487621,3,54,1231,0,1231,925,True,2260,26,8527341146133155,7609,13039,1993,39,0.062634089441563,0.3877668770438875,1,0,False,True,False,False,,
54,10000994,221425533,0,59,2446,0,2446,2001,False,0,0,5301530304407781,17809,0,2536,61,0.0169966355240405,0.1295092020428133,0,0,False,False,False,False,,1.0
31,10000995,250894954,1,47,2496,0,2496,1669,False,0,0,1096598455766345,291,4191,8877,29,0.122637599469496,0.4927999900321362,1,0,False,True,False,False,,3.0
63,10000996,238192821,0,96,2737,0,2737,851,False,0,0,4182991269945206,2858,0,89295,198,0.1647734192491226,0.3061468405780675,0,0,True,False,False,False,,1.0
55,10000997,256150987,3,94,2081,0,2081,448,False,0,0,4191061669100822,1712,48718,33275,80,0.1998738587217683,0.3019520124349585,1,0,True,False,False,False,,1.0
34,10000998,238418851,2,320,2321,0,2321,1204,False,0,0,4216826822175626,2333,88404,3605,44,0.035300223258,0.3125359255166248,0,0,True,False,False,False,,
53,10000999,265385548,0,92,1337,0,1337,1934,False,0,0,9962083479100593,2072,0,27855,34,0.6127634299793215,0.7972071738860311,1,1,False,False,False,True,,
34,10001000,296695458,0,22,924,0,924,2044,False,0,0,2572287032200748,13844,13665,12734,61,0.2259243488751685,0.5721879213682493,1,0,False,False,True,False,,3.0
53,10001001,278793658,0,239,1286,0,1286,1395,False,0,0,5972438712951452,14932,0,9443,46,0.1596287781459192,0.2265653526269524,0,0,True,False,False,False,,1.0
75,10001002,229120002,2,158,2034,0,2034,323,True,9973,181,580286060480224,4018,34836,47094,310,0.1636755796618771,0.3722269083371168,0,0,False,True,False,False,,1.0
34,10001003,231602928,1,86,2450,0,2450,1678,False,0,0,654747695090418,6468,16985,17008,50,0.1388408163265306,0.2822171665660796,0,0,True,False,False,False,,1.0
50,10001004,234695085,2,44,2860,290,3150,1564,True,1232,39,9856643016556238,2616,0,17058,53,0.11455525606469,0.5396282653506274,1,0,False,False,True,False,,3.0
26,10001005,239633659,0,51,908,0,908,1192,False,0,0,8788876569931360,1914,0,1519,48,0.0348522393538913,0.3608571953010279,0,0,False,True,False,False,,
61,10001006,292796892,1,76,1176,0,1176,1394,True,22048,1002,6229011386047947,1255,9573,14524,53,1.085066101912463,1.0,1,1,False,False,False,True,,2.0
69,10001007,243922427,0,149,2120,0,2120,907,False,0,0,1990380351489538,79,3794,3608,26,0.0654571843251088,0.2859794580031135,0,0,True,False,False,False,,1.0
36,10001008,236082023,0,36,521,0,521,1202,False,0,0,2944191479053472,319,0,3866,42,0.1766748926057947,0.7502366384505823,1,0,False,False,False,True,,
44,10001009,225384377,2,16,1691,0,1691,345,False,0,0,8395167309532670,136,159933,127356,345,0.2183014938420795,0.4677102180435681,0,0,False,True,False,False,,3.0
49,10001010,234341456,1,55,1469,0,1469,1005,False,0,0,8488686562925822,15057,0,158374,350,0.3080307303316153,0.5568187579886988,1,0,False,False,True,False,,
37,10001011,286140729,3,194,1940,617,2557,800,True,1554,26,8280183235306885,2135,0,2712,31,0.0443816468391638,0.2072923120308775,0,0,True,False,False,False,,1.0
53,10001012,217299874,0,351,2784,839,3623,746,False,0,0,6846767809645837,2398,126400,4158,35,0.0327905051062655,0.278686026340357,0,0,True,False,False,False,,
35,10001013,283665549,0,84,1474,0,1474,1488,False,0,0,4495975213531755,3488,0,32541,78,0.2830341300490554,0.4432014344299456,1,0,False,True,False,False,,1.0
48,10001014,271909967,0,82,2000,0,2000,87,False,0,0,5928974874114862,1964,0,16328,77,0.106025974025974,0.2248800279838356,0,0,True,False,False,False,,1.0
58,10001015,296526748,0,45,1649,0,1649,367,False,0,0,6751199764534965,1367,85722,3627,39,0.0563978168587022,0.1805846716094683,0,0,False,False,False,False,,1.0
41,10001016,283774735,0,224,2294,0,2294,1327,False,0,0,5156419678963009,690,9155,8813,72,0.0533577932771481,0.2924560421991196,0,0,True,False,False,False,,1.0
32,10001017,219817298,1,26,2883,0,2883,942,True,19568,349,3582016301597224,1389,0,64062,280,0.2004137555126109,0.4248405922158644,0,0,False,True,False,False,,1.0
66,10001018,249010740,0,71,2479,0,2479,1275,False,0,0,2284834927668098,12496,0,5597,32,0.0705551633723275,0.105370108914885,0,0,False,False,False,False,,1.0
54,10001019,219041276,1,141,2023,0,2023,237,False,0,0,4601804033480153,8979,0,2806,52,0.0266740180234989,0.0282425187269477,0,0,False,False,False,False,,1.0
41,10001020,243646722,0,234,2928,0,2928,600,False,0,0,7358667155446053,3763,38079,3843,26,0.0504807692307692,0.2051443726519637,0,0,True,False,False,False,,
43,10001021,223180503,3,204,2906,0,2906,1264,False,0,0,9260967462720536,413,0,12875,21,0.2109756497230688,0.34321954625607,0,0,True,False,False,False,,1.0
49,10001022,236496940,0,266,1847,0,1847,713,False,0,0,4991192856728502,29175,25327,32109,45,0.3863201588160981,0.3807136832415597,0,0,False,True,False,False,,
49,10001023,287926229,0,190,3474,0,3474,1394,False,0,0,1553830775582126,25440,19246,9070,39,0.0669441861151705,0.086967657174911,0,0,False,False,False,False,,1.0
74,10001024,275389589,0,3,909,0,909,183,False,0,0,2643956784460789,1342,94756,11477,30,0.4208654198753208,0.5251603229673029,1,0,False,False,True,False,,
40,10001025,254406060,0,42,896,0,896,355,False,0,0,751991981775512,1263,0,3859,24,0.1794549851190476,0.4157723831112755,0,0,False,True,False,False,,
51,10001026,257934299,1,110,1237,0,1237,285,False,0,0,9441492531649828,790,60995,13307,58,0.1854737546344047,0.2968763619404732,0,0,True,False,False,False,,1.0
75,10001027,227208745,0,228,0,319,319,1201,False,0,0,3859747765659070,3144,9295,6656,54,0.3863926622547312,0.9748336446258778,1,0,False,False,False,True,,
25,10001028,297976094,0,232,2250,28,2278,1075,True,4004,69,5549434368771569,423,0,6806,47,0.0938579941344591,0.395900592103772,0,0,False,True,False,False,,1.0
71,10001029,241478466,0,42,1198,0,1198,200,True,36410,364,2209490763415359,15260,180848,534,6,0.3781302170283806,0.4262938230383973,1,0,False,True,False,False,,
31,10001030,223427820,0,3,1829,0,1829,383,True,10051,295,7710011547734943,2807,0,9802,39,0.2987060324403134,0.5436248366559142,1,0,False,False,True,False,,3.0
50,10001031,248270459,0,87,2960,0,2960,542,False,0,0,1487225578564135,11549,0,2111,10,0.0713175675675675,0.0559932432432432,0,0,False,False,False,False,,1.0
55,10001032,293150000,3,56,1869,0,1869,499,True,18756,323,4741685573952328,529,18668,1683,10,0.2628678437667202,0.3823686882743703,0,0,False,True,False,False,,1.0
44,10001033,219369589,0,61,2265,0,2265,450,True,6816,88,5558095794758166,1029,136482,263444,250,0.5040953642384106,0.5306582824744827,1,1,False,False,True,False,,1.0
56,10001034,235970938,0,176,2213,0,2213,1373,False,0,0,284136233470407,565,19304,231640,335,0.3124548967768478,0.4175578492947189,0,0,False,True,False,False,,1.0
58,10001035,252652506,0,34,0,0,0,487,False,0,0,1469714797341855,22738,0,2031,37,54.891891891891895,1.0,1,1,False,False,False,True,,
53,10001036,275211190,1,2,2852,0,2852,1311,False,0,0,9508374560170396,1513,3934,30448,24,0.4448340345956054,0.5869472977454419,1,0,False,False,True,False,,3.0
63,10001037,270484679,0,135,3158,0,3158,1326,False,0,0,1017590017067949,3480,19863,13158,51,0.0816972767574414,0.2427702541637547,0,0,True,False,False,False,,1.0
67,10001038,254069864,0,143,2942,113,3055,1367,False,0,0,786928551621593,3160,0,6793,25,0.0889427168576104,0.2096733071975031,0,0,True,False,False,False,,1.0
72,10001039,292724080,1,156,3227,0,3227,462,True,18389,238,8967635367355896,2685,8200,6622,51,0.1139891965462974,0.2859896517673728,0,0,True,False,False,False,,1.0
48,10001040,298506156,0,148,1826,0,1826,159,True,23763,396,707228834133513,1341,11284,7698,39,0.3249641924340719,0.4082113202806001,0,0,False,True,False,False,,1.0
36,10001041,251027069,0,118,1418,0,1418,1679,False,0,0,9014309742749366,1595,72817,15557,66,0.1662285763132025,0.5735968185985918,1,0,False,False,True,False,,2.0
73,10001042,288405961,1,209,1824,0,1824,1276,False,0,0,3579671480300735,6457,52649,8892,50,0.0975,0.1987188726200974,0,0,False,False,False,False,,1.0
43,10001043,230454105,1,43,1703,0,1703,310,False,0,0,6582608252637941,1061,13126,9774,78,0.0735805591941822,0.3850285400923646,0,0,False,True,False,False,,3.0
64,10001044,285907105,0,22,806,0,806,559,False,0,0,2886691122321425,3350,0,11344,49,0.2872335038233656,0.3598688063545499,0,0,False,True,False,False,,1.0
67,10001045,286082915,0,87,2080,0,2080,1286,False,0,0,2611978925946574,3520,0,6205,73,0.0408653846153846,0.1956479306626341,0,0,False,False,False,False,,1.0
49,10001046,258921480,0,14,0,0,0,431,True,13518,124,4653255441181851,922,0,7454,9,952.2222222222222,1.0,1,1,False,False,False,True,,
46,10001047,252457517,0,17,722,0,722,1154,False,0,0,3673805203881937,17297,24649,8576,77,0.1542612512141598,0.4514551930064395,1,0,False,True,False,False,,3.0
38,10001048,267486445,1,212,2157,0,2157,859,True,19016,200,6841847146220148,1279,19149,5994,49,0.1494327911971464,0.3768399698255859,0,0,False,True,False,False,,1.0
60,10001049,232634412,0,12,1104,0,1104,1196,False,0,0,3335401127283603,2704,0,167728,127,1.196279812849481,0.9877876765006184,1,1,False,False,False,True,,3.0
57,10001050,210648524,0,16,1837,1383,3220,1117,False,0,0,876477090676183,314,97333,6437,57,0.0350713740873923,0.4063081289572649,0,0,False,True,False,False,,3.0
64,10001051,252038976,1,37,3539,0,3539,718,False,0,0,7629507671621720,1786,2905,21313,61,0.0987266014758267,0.2531640283186432,0,0,True,False,False,False,,1.0
27,10001052,243041067,0,23,1164,0,1164,1619,False,0,0,4888680418693032,1706,104381,1201,47,0.0219529136506543,0.3674151860788184,0,0,False,True,False,False,,3.0
43,10001053,239732676,1,102,1482,0,1482,1166,False,0,0,6456496741991605,15960,10545,6609,12,0.3716261808367072,0.4166666666666667,1,0,False,True,False,False,,
28,10001054,296011893,1,167,2731,0,2731,547,False,0,0,3906490970342519,12657,1582,10812,29,0.1365168752130708,0.084650690033965,0,0,False,False,False,False,,1.0
30,10001055,268535581,0,34,1131,0,1131,44,False,0,0,7018158913682967,360,0,11752,16,0.6494252873563219,0.6094795632441194,1,1,False,False,True,False,,3.0
51,10001056,247135338,0,149,1627,0,1627,1388,False,0,0,742153193625260,2469,7636,18471,77,0.1474389163387319,0.360208795691706,1,0,False,True,False,False,,1.0
61,10001057,258249394,0,167,1844,0,1844,955,False,0,0,2216908875480293,7070,0,6230,43,0.078570347576048,0.109112520809161,0,0,False,False,False,False,,1.0
52,10001058,228026223,0,40,2216,0,2216,1260,False,0,0,3583843910657351,13602,14954,4619,12,0.1736988567990373,0.3047683513838748,0,0,True,False,False,False,,3.0
32,10001059,254501625,0,6,0,533,533,378,True,13006,115,7454693510214012,8752,4059,8526,6,2.8818011257035647,1.0,1,1,False,False,False,True,,
49,10001060,274418331,0,32,276,0,276,408,False,0,0,8331955897990359,265,3860,285365,97,10.659084117734947,1.0,1,1,False,False,False,True,,
45,10001061,272122457,1,73,3424,0,3424,570,True,8887,493,7177170305687094,18116,50442,11448,41,0.2255313995896968,0.2151833542284021,0,0,True,False,False,False,,1.0
65,10001062,269774935,1,176,0,0,0,352,False,0,0,1246051648389533,1954,3181,70878,82,864.3658536585366,1.0,1,1,False,False,False,True,,1.0
33,10001063,258149482,1,7,1510,0,1510,1254,False,0,0,7684187677600643,2787,0,25539,82,0.2062590857696656,0.5352485818515194,1,0,False,False,True,False,,3.0
69,10001064,250999730,0,23,3423,1008,4431,1145,False,0,0,4597317303324967,856,12840,5113,35,0.0329690169906825,0.2184718782838114,0,0,True,False,False,False,,1.0
63,10001065,275360192,1,452,1863,0,1863,883,False,0,0,5745104848094731,5992,105977,10248,9,0.6112005725532296,0.5486467562454238,1,1,False,False,True,False,,2.0
55,10001066,284044139,0,125,2759,0,2759,829,False,0,0,8156054270799594,470,25583,1252,57,0.007961186038674,0.3232352000823504,0,0,True,False,False,False,,
40,10001067,224607269,0,10,1285,0,1285,178,True,12107,126,7611107976475456,1966,0,31447,33,0.8396415517038086,0.7941316509458002,1,1,False,False,False,True,,
25,10001068,233591471,1,112,1441,0,1441,1186,False,0,0,5728972269348540,1417,0,20762,81,0.1778771600654552,0.3809575174366036,1,0,False,True,False,False,,1.0
43,10001069,296644469,2,153,1506,0,1506,1799,False,0,0,3909846856066992,1117,174178,16101,26,0.4112013484523444,0.529789753400527,1,0,False,False,True,False,,1.0
67,10001070,291420187,0,395,1785,0,1785,298,False,0,0,6138268709777795,1252,70230,4565,37,0.069119539707775,0.3478497100441909,0,0,True,False,False,False,,2.0
40,10001071,221002322,0,192,1483,0,1483,934,False,0,0,7039962637792711,21504,28136,1254,53,0.0159544014554892,0.2508524281479408,0,0,True,False,False,False,,
74,10001072,247663633,0,16,0,0,0,1617,False,0,0,735128962206824,7507,0,1005,38,26.44736842105263,1.0,1,1,False,False,False,True,,
52,10001073,228790705,3,231,2534,0,2534,995,True,2839,50,3233302399344606,10909,125837,6320,47,0.072797192228249,0.1880178508455222,0,0,False,False,False,False,,1.0
27,10001074,282292089,0,12,1466,0,1466,359,True,28279,479,694306952357865,903,11503,120047,199,0.7382341448031425,0.7805218654104304,1,1,False,False,False,True,,3.0
64,10001075,236364647,1,42,1656,0,1656,505,False,0,0,2941285370064488,1010,0,8327,45,0.1117418142780461,0.4161839557993445,1,0,False,True,False,False,,3.0
35,10001076,245330756,0,33,294,0,294,448,True,35555,867,5487531198042554,28309,0,12019,64,3.587744472789116,1.0,1,1,False,False,False,True,,1.0
42,10001077,294103363,0,35,0,0,0,1792,False,0,0,2805376425507868,1390,37324,5060,15,337.3333333333333,1.0,1,1,False,False,False,True,,3.0
52,10001078,220262606,0,8,2163,0,2163,1390,False,0,0,8786020392213170,23443,55981,1256,49,0.0118505099682036,0.2511341013520526,0,0,True,False,False,False,,
41,10001079,220120010,1,96,1957,0,1957,797,True,33749,843,1958663992879872,3964,19001,6146,38,0.5134066643358524,0.437477583347687,1,1,False,True,False,False,,1.0
42,10001080,212500515,0,155,1834,0,1834,127,True,28268,1570,8731424956291796,3853,25705,14061,18,1.2819883678662305,0.7683823084257745,1,1,False,False,False,True,,1.0
66,10001081,278072320,2,152,2268,0,2268,1941,False,0,0,4416033288807005,108,13716,105323,180,0.2579928473446992,0.5813650733479812,1,0,False,False,True,False,,
55,10001082,294775473,1,2,1054,0,1054,1037,True,740,20,1028745120220175,2090,14014,1956,26,0.0903517734637279,0.4337213545467815,1,0,False,True,False,False,,3.0
33,10001083,214186818,0,30,567,0,567,1631,False,0,0,4541648792104662,1390,19700,8730,83,0.1855039204436794,0.823842481568242,1,0,False,False,False,True,,
73,10001084,288100019,2,219,1840,0,1840,533,False,0,0,7501526974420360,7874,12948,16392,50,0.1781739130434782,0.2186552584082813,0,0,True,False,False,False,,1.0
25,10001085,287698748,0,69,2908,0,2908,1532,False,0,0,7854833095872383,446,21624,6050,18,0.1155815375210148,0.3105146337136934,0,0,True,False,False,False,,1.0
46,10001086,264376227,2,0,0,0,0,1488,True,8945,75,6806014579232671,3597,221895,25367,68,448.0441176470589,1.0,1,1,False,False,False,True,,
56,10001087,289193333,3,13,376,0,376,964,True,28736,378,4858197015019679,20165,166654,6912,45,1.4138297872340426,1.0,1,1,False,False,False,True,,
70,10001088,238556255,0,30,3071,0,3071,437,False,0,0,7209251920182852,6695,42639,18797,25,0.2448323021816997,0.2480467776680344,0,0,True,False,False,False,,1.0
34,10001089,214919926,0,100,765,0,765,437,True,16450,783,3329704937958291,146,137024,3180,8,1.5431372549019609,1.0,1,1,False,False,False,True,,2.0
48,10001090,284033693,0,110,2295,81,2376,957,False,0,0,5855116397149207,8821,10232,12191,58,0.0884636595843492,0.1511006869308525,0,0,False,False,False,False,,1.0
39,10001091,244979330,0,136,3535,1126,4661,1273,False,0,0,5741424873962625,7625,25149,23029,72,0.0686220172113757,0.2021984338507854,0,0,True,False,False,False,,1.0
65,10001092,282943217,0,138,2326,0,2326,406,True,7676,166,9188312497736772,6680,4023,1214,47,0.082471963557198,0.1591710726111853,0,0,False,False,False,False,,1.0
63,10001093,282434236,0,70,3912,0,3912,1540,False,0,0,4434354978729657,594,8829,500,70,0.0018258837277242,0.0597794332456909,0,0,False,False,False,False,,1.0
71,10001094,273364719,0,438,1659,0,1659,965,False,0,0,1564380299034804,603,148544,2441,46,0.0319862672641979,0.4006601137586278,0,0,False,True,False,False,,2.0
72,10001095,297766064,0,19,1018,0,1018,1187,True,5476,130,2479600094091657,1428,0,2917,81,0.1630769603919571,0.592257295304311,1,0,False,False,True,False,,
48,10001096,229949181,1,32,67,0,67,780,False,0,0,3762426622549203,14504,5143,17059,24,10.608830845771145,1.0,1,1,False,False,False,True,,
31,10001097,259099345,0,106,1075,0,1075,1036,True,4955,64,6930914015273117,4280,0,13834,57,0.2853039575683395,0.6468076589554251,1,0,False,False,True,False,,
65,10001098,262680236,0,59,2504,0,2504,476,False,0,0,2264147569001842,1161,3339,1800,6,0.1198083067092651,0.1475093265544701,0,0,False,False,False,False,,1.0
